DateTime,eastcentral,west,south
2023-01-01T00:00:00.0,27017.9,14480.300000000001,17122.5
2023-01-01T01:00:00.0,24813.999999999996,14490.099999999999,16756.399999999998
2023-01-01T02:00:00.0,23595.100000000002,14466.4,16913.3
2023-01-01T03:00:00.0,22511.1,14716.199999999999,16602.8
2023-01-01T04:00:00.0,22101.2,15207.500000000002,16245.500000000002
2023-01-01T05:00:00.0,22527.399999999998,15292.399999999998,16224.0
2023-01-01T06:00:00.0,23177.6,15459.2,16074.6
2023-01-01T07:00:00.0,24229.499999999996,15166.9,16702.6
2023-01-01T08:00:00.0,25019.100000000002,14593.699999999999,17284.999999999996
2023-01-01T09:00:00.0,26029.499999999996,14134.800000000001,17771.300000000003
2023-01-01T10:00:00.0,26728.500000000004,13572.9,17800.000000000004
2023-01-01T11:00:00.0,26665.5,13231.500000000002,17734.3
2023-01-01T12:00:00.0,26558.0,13213.6,17742.200000000004
2023-01-01T13:00:00.0,26601.5,13015.000000000002,17772.100000000002
2023-01-01T14:00:00.0,27014.5,12612.4,17890.3
2023-01-01T15:00:00.0,27155.0,12317.2,17973.5
2023-01-01T16:00:00.0,27570.2,12115.899999999998,18025.5
2023-01-01T17:00:00.0,29177.600000000002,12640.6,18393.4
2023-01-01T18:00:00.0,30835.500000000004,13209.7,18592.0
2023-01-01T19:00:00.0,30727.0,13108.700000000003,18886.699999999997
2023-01-01T20:00:00.0,29795.6,13140.599999999999,18856.5
2023-01-01T21:00:00.0,28569.6,12690.3,18790.799999999996
2023-01-01T22:00:00.0,27286.699999999997,12338.6,18418.6
2023-01-01T23:00:00.0,25942.999999999996,12655.300000000001,18274.9
2023-01-02T00:00:00.0,24866.8,12753.899999999998,17604.5
2023-01-02T01:00:00.0,23435.7,12666.5,16994.6
2023-01-02T02:00:00.0,22718.1,12942.999999999998,16299.2
2023-01-02T03:00:00.0,21976.4,12935.4,16549.999999999996
2023-01-02T04:00:00.0,22328.6,12782.900000000001,16539.2
2023-01-02T05:00:00.0,23455.0,12667.599999999999,16753.8
2023-01-02T06:00:00.0,24816.5,12804.2,17042.899999999998
2023-01-02T07:00:00.0,26062.399999999998,13535.400000000001,17413.499999999996
2023-01-02T08:00:00.0,26880.7,14449.899999999998,17459.9
2023-01-02T09:00:00.0,27217.5,15391.000000000002,17923.6
2023-01-02T10:00:00.0,27296.100000000002,15594.300000000003,18705.3
2023-01-02T11:00:00.0,28376.800000000003,15008.0,19147.499999999996
2023-01-02T12:00:00.0,29572.7,14477.500000000002,19627.2
2023-01-02T13:00:00.0,29431.399999999998,14502.1,19484.0
2023-01-02T14:00:00.0,28922.899999999994,15442.5,19420.4
2023-01-02T15:00:00.0,28151.899999999998,16293.599999999999,19154.4
2023-01-02T16:00:00.0,28747.399999999998,17541.9,19507.7
2023-01-02T17:00:00.0,30075.100000000006,18922.300000000003,19782.399999999998
2023-01-02T18:00:00.0,30875.6,19801.600000000002,20084.699999999997
2023-01-02T19:00:00.0,30410.3,19485.599999999995,20031.1
2023-01-02T20:00:00.0,30087.7,19578.500000000004,19624.0
2023-01-02T21:00:00.0,28146.600000000002,20581.3,18697.6
2023-01-02T22:00:00.0,26592.1,21217.0,17624.3
2023-01-02T23:00:00.0,25690.899999999998,21006.0,17036.7
2023-01-03T00:00:00.0,25170.9,19920.0,17076.9
2023-01-03T01:00:00.0,23844.100000000002,19056.0,16677.2
2023-01-03T02:00:00.0,22634.999999999996,18939.199999999997,16238.5
2023-01-03T03:00:00.0,22169.4,18780.5,16285.0
2023-01-03T04:00:00.0,22137.1,18745.6,15943.1
2023-01-03T05:00:00.0,22821.199999999997,19065.100000000002,16167.3
2023-01-03T06:00:00.0,24600.999999999996,19709.0,17063.300000000003
2023-01-03T07:00:00.0,27199.9,20278.499999999996,17888.199999999997
2023-01-03T08:00:00.0,29288.899999999998,20341.2,18418.799999999996
2023-01-03T09:00:00.0,30316.000000000004,20131.699999999997,18566.600000000002
2023-01-03T10:00:00.0,31444.7,19352.499999999996,19111.000000000004
2023-01-03T11:00:00.0,32070.899999999998,18759.5,19295.500000000004
2023-01-03T12:00:00.0,31974.5,19126.4,19418.3
