technology,year,power_mw,duration,estimate_type,parameter_category,parameter,value
Gravitational,2021,100,100,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,100,100,Point,LCOS,LCOS ($/kWh),0.5663
Gravitational,2021,1000,2,High,Capital Cost,Power Equipment ($/kW),1015.01
Gravitational,2021,1000,2,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),269
Gravitational,2021,1000,2,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),155.24
Gravitational,2021,1000,2,High,O&M Cost,Fixed O&M ($/kW-year),15.6
Gravitational,2021,1000,2,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,2,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,2,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,2,High,Performance,RTE (%),0.8
Gravitational,2021,1000,2,High,Performance,Calendar Life (yrs),35
Gravitational,2021,1000,2,High,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,2,High,Capital Cost,Total Installed Cost ($),1863490000
Gravitational,2021,1000,2,High,Capital Cost,Total Installed Cost ($/kW),1863.49
Gravitational,2021,1000,2,High,Capital Cost,Total Installed Cost ($/kWh),931.74
Gravitational,2021,1000,2,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,1000,2,High,LCOS,LCOS ($/kWh),0.3425
Gravitational,2021,1000,2,Low,Capital Cost,Power Equipment ($/kW),410
Gravitational,2021,1000,2,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),175
Gravitational,2021,1000,2,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),81.48
Gravitational,2021,1000,2,Low,O&M Cost,Fixed O&M ($/kW-year),8.15
Gravitational,2021,1000,2,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,2,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,2,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,2,Low,Performance,RTE (%),0.9
Gravitational,2021,1000,2,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,1000,2,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,2,Low,Capital Cost,Total Installed Cost ($),922960000
Gravitational,2021,1000,2,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,1000,2,Point,Capital Cost,Power Equipment ($/kW),630.2
Gravitational,2021,1000,2,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),237
Gravitational,2021,1000,2,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),110.49
Gravitational,2021,1000,2,Point,O&M Cost,Fixed O&M ($/kW-year),13.12
Gravitational,2021,1000,2,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,2,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,2,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,2,Point,Performance,RTE (%),0.84
Gravitational,2021,1000,2,Point,Performance,Calendar Life (yrs),49
Gravitational,2021,1000,2,Point,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,2,Point,Capital Cost,Total Installed Cost ($),1325180000
Gravitational,2021,1000,2,Point,Capital Cost,Total Installed Cost ($/kW),1325.18
Gravitational,2021,1000,2,Point,Capital Cost,Total Installed Cost ($/kWh),662.59
Gravitational,2021,1000,2,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,1000,2,Point,LCOS,LCOS ($/kWh),0.2478
Gravitational,2021,1000,4,High,Capital Cost,Power Equipment ($/kW),1015.01
Gravitational,2021,1000,4,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),219
Gravitational,2021,1000,4,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),90.83
Gravitational,2021,1000,4,High,O&M Cost,Fixed O&M ($/kW-year),15.6
Gravitational,2021,1000,4,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,4,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,4,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,4,High,Performance,RTE (%),0.8
Gravitational,2021,1000,4,High,Performance,Calendar Life (yrs),35
Gravitational,2021,1000,4,High,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,4,High,Capital Cost,Total Installed Cost ($),2254330000
Gravitational,2021,1000,4,High,Capital Cost,Total Installed Cost ($/kW),2254.33
Gravitational,2021,1000,4,High,Capital Cost,Total Installed Cost ($/kWh),563.58
Gravitational,2021,1000,4,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,1000,4,High,LCOS,LCOS ($/kWh),0.2175
Gravitational,2021,1000,4,Low,Capital Cost,Power Equipment ($/kW),410
Gravitational,2021,1000,4,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),175
Gravitational,2021,1000,4,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),58.2
Gravitational,2021,1000,4,Low,O&M Cost,Fixed O&M ($/kW-year),11.64
Gravitational,2021,1000,4,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,4,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,4,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,4,Low,Performance,RTE (%),0.9
Gravitational,2021,1000,4,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,1000,4,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,4,Low,Capital Cost,Total Installed Cost ($),1342800000
Gravitational,2021,1000,4,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,1000,4,Point,Capital Cost,Power Equipment ($/kW),630.2
Gravitational,2021,1000,4,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),198
Gravitational,2021,1000,4,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),71.08
Gravitational,2021,1000,4,Point,O&M Cost,Fixed O&M ($/kW-year),14.28
Gravitational,2021,1000,4,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,4,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,4,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,4,Point,Performance,RTE (%),0.84
Gravitational,2021,1000,4,Point,Performance,Calendar Life (yrs),49
Gravitational,2021,1000,4,Point,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,4,Point,Capital Cost,Total Installed Cost ($),1706520000
Gravitational,2021,1000,4,Point,Capital Cost,Total Installed Cost ($/kW),1706.52
Gravitational,2021,1000,4,Point,Capital Cost,Total Installed Cost ($/kWh),426.63
Gravitational,2021,1000,4,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,1000,4,Point,LCOS,LCOS ($/kWh),0.1686
Gravitational,2021,1000,6,High,Capital Cost,Power Equipment ($/kW),1015.01
Gravitational,2021,1000,6,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),194
Gravitational,2021,1000,6,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),67.6
Gravitational,2021,1000,6,High,O&M Cost,Fixed O&M ($/kW-year),15.6
Gravitational,2021,1000,6,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,6,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,6,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,6,High,Performance,RTE (%),0.8
Gravitational,2021,1000,6,High,Performance,Calendar Life (yrs),35
Gravitational,2021,1000,6,High,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,6,High,Capital Cost,Total Installed Cost ($),2584610000
Gravitational,2021,1000,6,High,Capital Cost,Total Installed Cost ($/kW),2584.61
Gravitational,2021,1000,6,High,Capital Cost,Total Installed Cost ($/kWh),430.77
Gravitational,2021,1000,6,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,1000,6,High,LCOS,LCOS ($/kWh),0.173
Gravitational,2021,1000,6,Low,Capital Cost,Power Equipment ($/kW),410
Gravitational,2021,1000,6,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),169
Gravitational,2021,1000,6,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),50.44
Gravitational,2021,1000,6,Low,O&M Cost,Fixed O&M ($/kW-year),15.13
Gravitational,2021,1000,6,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,6,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,6,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,6,Low,Performance,RTE (%),0.9
Gravitational,2021,1000,6,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,1000,6,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,6,Low,Capital Cost,Total Installed Cost ($),1726640000
Gravitational,2021,1000,6,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,1000,6,Point,Capital Cost,Power Equipment ($/kW),630.2
Gravitational,2021,1000,6,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),179
Gravitational,2021,1000,6,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),56.81
Gravitational,2021,1000,6,Point,O&M Cost,Fixed O&M ($/kW-year),15.44
Gravitational,2021,1000,6,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,6,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,6,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,6,Point,Performance,RTE (%),0.84
Gravitational,2021,1000,6,Point,Performance,Calendar Life (yrs),49
Gravitational,2021,1000,6,Point,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,6,Point,Capital Cost,Total Installed Cost ($),2045060000
Gravitational,2021,1000,6,Point,Capital Cost,Total Installed Cost ($/kW),2045.06
Gravitational,2021,1000,6,Point,Capital Cost,Total Installed Cost ($/kWh),340.84
Gravitational,2021,1000,6,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,1000,6,Point,LCOS,LCOS ($/kWh),0.1403
Gravitational,2021,1000,8,High,Capital Cost,Power Equipment ($/kW),1015.01
Gravitational,2021,1000,8,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),178
Gravitational,2021,1000,8,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),55.27
Gravitational,2021,1000,8,High,O&M Cost,Fixed O&M ($/kW-year),18.62
Gravitational,2021,1000,8,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,8,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,8,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,8,High,Performance,RTE (%),0.8
Gravitational,2021,1000,8,High,Performance,Calendar Life (yrs),35
Gravitational,2021,1000,8,High,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,8,High,Capital Cost,Total Installed Cost ($),2881170000
Gravitational,2021,1000,8,High,Capital Cost,Total Installed Cost ($/kW),2881.17
Gravitational,2021,1000,8,High,Capital Cost,Total Installed Cost ($/kWh),360.15
Gravitational,2021,1000,8,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,1000,8,High,LCOS,LCOS ($/kWh),0.1509
Gravitational,2021,1000,8,Low,Capital Cost,Power Equipment ($/kW),410
Gravitational,2021,1000,8,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),149
Gravitational,2021,1000,8,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),45.8
Gravitational,2021,1000,8,Low,O&M Cost,Fixed O&M ($/kW-year),15.6
Gravitational,2021,1000,8,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,8,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,8,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,8,Low,Performance,RTE (%),0.9
Gravitational,2021,1000,8,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,1000,8,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,8,Low,Capital Cost,Total Installed Cost ($),1968400000
Gravitational,2021,1000,8,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,1000,8,Point,Capital Cost,Power Equipment ($/kW),630.2
Gravitational,2021,1000,8,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),167
Gravitational,2021,1000,8,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),49.21
Gravitational,2021,1000,8,Point,O&M Cost,Fixed O&M ($/kW-year),16.61
Gravitational,2021,1000,8,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,8,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,8,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,8,Point,Performance,RTE (%),0.84
Gravitational,2021,1000,8,Point,Performance,Calendar Life (yrs),49
Gravitational,2021,1000,8,Point,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,8,Point,Capital Cost,Total Installed Cost ($),2359880000
Gravitational,2021,1000,8,Point,Capital Cost,Total Installed Cost ($/kW),2359.88
Gravitational,2021,1000,8,Point,Capital Cost,Total Installed Cost ($/kWh),294.98
Gravitational,2021,1000,8,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,1000,8,Point,LCOS,LCOS ($/kWh),0.1253
Gravitational,2021,1000,10,High,Capital Cost,Power Equipment ($/kW),1015.01
Gravitational,2021,1000,10,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),175
Gravitational,2021,1000,10,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),47.5
Gravitational,2021,1000,10,High,O&M Cost,Fixed O&M ($/kW-year),22.12
Gravitational,2021,1000,10,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,10,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,10,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,10,High,Performance,RTE (%),0.8
Gravitational,2021,1000,10,High,Performance,Calendar Life (yrs),35
Gravitational,2021,1000,10,High,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,10,High,Capital Cost,Total Installed Cost ($),3240010000
Gravitational,2021,1000,10,High,Capital Cost,Total Installed Cost ($/kW),3240.01
Gravitational,2021,1000,10,High,Capital Cost,Total Installed Cost ($/kWh),324
Gravitational,2021,1000,10,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,1000,10,High,LCOS,LCOS ($/kWh),0.1396
Gravitational,2021,1000,10,Low,Capital Cost,Power Equipment ($/kW),410
Gravitational,2021,1000,10,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),136
Gravitational,2021,1000,10,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),41.47
Gravitational,2021,1000,10,Low,O&M Cost,Fixed O&M ($/kW-year),15.6
Gravitational,2021,1000,10,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,10,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,10,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,10,Low,Performance,RTE (%),0.9
Gravitational,2021,1000,10,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,1000,10,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,10,Low,Capital Cost,Total Installed Cost ($),2184700000
Gravitational,2021,1000,10,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,1000,10,Point,Capital Cost,Power Equipment ($/kW),630.2
Gravitational,2021,1000,10,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),159
Gravitational,2021,1000,10,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),44.4
Gravitational,2021,1000,10,Point,O&M Cost,Fixed O&M ($/kW-year),17.77
Gravitational,2021,1000,10,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,10,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,10,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,10,Point,Performance,RTE (%),0.84
Gravitational,2021,1000,10,Point,Performance,Calendar Life (yrs),49
Gravitational,2021,1000,10,Point,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,10,Point,Capital Cost,Total Installed Cost ($),2664200000
Gravitational,2021,1000,10,Point,Capital Cost,Total Installed Cost ($/kW),2664.2
Gravitational,2021,1000,10,Point,Capital Cost,Total Installed Cost ($/kWh),266.42
Gravitational,2021,1000,10,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,1000,10,Point,LCOS,LCOS ($/kWh),0.1161
Gravitational,2021,1000,24,High,Capital Cost,Power Equipment ($/kW),1015.01
Gravitational,2021,1000,24,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),175
Gravitational,2021,1000,24,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),38.8
Gravitational,2021,1000,24,High,O&M Cost,Fixed O&M ($/kW-year),46.56
Gravitational,2021,1000,24,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,24,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,24,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,24,High,Performance,RTE (%),0.8
Gravitational,2021,1000,24,High,Performance,Calendar Life (yrs),35
Gravitational,2021,1000,24,High,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,24,High,Capital Cost,Total Installed Cost ($),6146210000
Gravitational,2021,1000,24,High,Capital Cost,Total Installed Cost ($/kW),6146.21
Gravitational,2021,1000,24,High,Capital Cost,Total Installed Cost ($/kWh),256.09
Gravitational,2021,1000,24,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,1000,24,High,LCOS,LCOS ($/kWh),0.2179
Gravitational,2021,1000,24,Low,Capital Cost,Power Equipment ($/kW),410
Gravitational,2021,1000,24,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),94
Gravitational,2021,1000,24,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),27.24
Gravitational,2021,1000,24,Low,O&M Cost,Fixed O&M ($/kW-year),15.6
Gravitational,2021,1000,24,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,24,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,24,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,24,Low,Performance,RTE (%),0.9
Gravitational,2021,1000,24,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,1000,24,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,24,Low,Capital Cost,Total Installed Cost ($),3319760000
Gravitational,2021,1000,24,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,1000,24,Point,Capital Cost,Power Equipment ($/kW),630.2
Gravitational,2021,1000,24,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),132
Gravitational,2021,1000,24,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),31.7
Gravitational,2021,1000,24,Point,O&M Cost,Fixed O&M ($/kW-year),25.92
Gravitational,2021,1000,24,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,24,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,24,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,24,Point,Performance,RTE (%),0.84
Gravitational,2021,1000,24,Point,Performance,Calendar Life (yrs),49
Gravitational,2021,1000,24,Point,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,24,Point,Capital Cost,Total Installed Cost ($),4559000000
Gravitational,2021,1000,24,Point,Capital Cost,Total Installed Cost ($/kW),4559
Gravitational,2021,1000,24,Point,Capital Cost,Total Installed Cost ($/kWh),189.96
Gravitational,2021,1000,24,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,1000,24,Point,LCOS,LCOS ($/kWh),0.1586
Gravitational,2021,1000,100,High,Capital Cost,Power Equipment ($/kW),1015.01
Gravitational,2021,1000,100,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),175
Gravitational,2021,1000,100,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),35.85
Gravitational,2021,1000,100,High,O&M Cost,Fixed O&M ($/kW-year),179.26
Gravitational,2021,1000,100,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,100,High,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,100,High,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,100,High,Performance,RTE (%),0.8
Gravitational,2021,1000,100,High,Performance,Calendar Life (yrs),35
Gravitational,2021,1000,100,High,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,100,High,Capital Cost,Total Installed Cost ($),22100010000
Gravitational,2021,1000,100,High,Capital Cost,Total Installed Cost ($/kW),22100.01
Gravitational,2021,1000,100,High,Capital Cost,Total Installed Cost ($/kWh),221
Gravitational,2021,1000,100,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2021,1000,100,High,LCOS,LCOS ($/kWh),0.6826
Gravitational,2021,1000,100,Low,Capital Cost,Power Equipment ($/kW),410
Gravitational,2021,1000,100,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),51
Gravitational,2021,1000,100,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),12.3
Gravitational,2021,1000,100,Low,O&M Cost,Fixed O&M ($/kW-year),15.6
Gravitational,2021,1000,100,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,100,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,100,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,100,Low,Performance,RTE (%),0.9
Gravitational,2021,1000,100,Low,Performance,Calendar Life (yrs),60
Gravitational,2021,1000,100,Low,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,100,Low,Capital Cost,Total Installed Cost ($),6740000000
Gravitational,2021,1000,100,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2021,1000,100,Point,Capital Cost,Power Equipment ($/kW),630.2
Gravitational,2021,1000,100,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),103
Gravitational,2021,1000,100,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),21.91
Gravitational,2021,1000,100,Point,O&M Cost,Fixed O&M ($/kW-year),70.15
Gravitational,2021,1000,100,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2021,1000,100,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2021,1000,100,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2021,1000,100,Point,Performance,RTE (%),0.84
Gravitational,2021,1000,100,Point,Performance,Calendar Life (yrs),49
Gravitational,2021,1000,100,Point,Performance,Primary DOD (%),0.8
Gravitational,2021,1000,100,Point,Capital Cost,Total Installed Cost ($),13121200000
Gravitational,2021,1000,100,Point,Capital Cost,Total Installed Cost ($/kW),13121.2
Gravitational,2021,1000,100,Point,Capital Cost,Total Installed Cost ($/kWh),131.21
Gravitational,2021,1000,100,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2021,1000,100,Point,LCOS,LCOS ($/kWh),0.3848
Gravitational,2030,100,2,High,Capital Cost,Power Equipment ($/kW),1209.12
Gravitational,2030,100,2,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),605
Gravitational,2030,100,2,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),241.89
Gravitational,2030,100,2,High,O&M Cost,Fixed O&M ($/kW-year),25.38
Gravitational,2030,100,2,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2030,100,2,High,Performance,Rest Before Charge (hrs),0
Gravitational,2030,100,2,High,Performance,Rest After Discharge (hrs),0
Gravitational,2030,100,2,High,Performance,RTE (%),0.8
Gravitational,2030,100,2,High,Performance,Calendar Life (yrs),35
Gravitational,2030,100,2,High,Performance,Primary DOD (%),0.8
Gravitational,2030,100,2,High,Capital Cost,Total Installed Cost ($),290290000
Gravitational,2030,100,2,High,Capital Cost,Total Installed Cost ($/kW),2902.9
Gravitational,2030,100,2,High,Capital Cost,Total Installed Cost ($/kWh),1451.45
Gravitational,2030,100,2,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2030,100,2,High,LCOS,LCOS ($/kWh),0.5089
Gravitational,2030,100,2,Low,Capital Cost,Power Equipment ($/kW),480
Gravitational,2030,100,2,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),153
Gravitational,2030,100,2,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),78.6
Gravitational,2030,100,2,Low,O&M Cost,Fixed O&M ($/kW-year),7.56
Gravitational,2030,100,2,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2030,100,2,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2030,100,2,Low,Performance,Rest After Discharge (hrs),0
Gravitational,2030,100,2,Low,Performance,RTE (%),0.9
Gravitational,2030,100,2,Low,Performance,Calendar Life (yrs),60
Gravitational,2030,100,2,Low,Performance,Primary DOD (%),0.8
Gravitational,2030,100,2,Low,Capital Cost,Total Installed Cost ($),94320000
Gravitational,2030,100,2,Low,LCOS,LCOS_Project_Life (yrs),60
Gravitational,2030,100,2,Point,Capital Cost,Power Equipment ($/kW),910.34
Gravitational,2030,100,2,Point,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),404
Gravitational,2030,100,2,Point,Capital Cost,Combined Project Development & Grid Integration ($/kWh),171.8
Gravitational,2030,100,2,Point,O&M Cost,Fixed O&M ($/kW-year),19.44
Gravitational,2030,100,2,Point,Decommissioning,Recycling ($/kWh),0
Gravitational,2030,100,2,Point,Performance,Rest Before Charge (hrs),0
Gravitational,2030,100,2,Point,Performance,Rest After Discharge (hrs),0
Gravitational,2030,100,2,Point,Performance,RTE (%),0.83
Gravitational,2030,100,2,Point,Performance,Calendar Life (yrs),49
Gravitational,2030,100,2,Point,Performance,Primary DOD (%),0.8
Gravitational,2030,100,2,Point,Capital Cost,Total Installed Cost ($),206194000
Gravitational,2030,100,2,Point,Capital Cost,Total Installed Cost ($/kW),2061.94
Gravitational,2030,100,2,Point,Capital Cost,Total Installed Cost ($/kWh),1030.97
Gravitational,2030,100,2,Point,LCOS,LCOS_Project_Life (yrs),49
Gravitational,2030,100,2,Point,LCOS,LCOS ($/kWh),0.3635
Gravitational,2030,100,4,High,Capital Cost,Power Equipment ($/kW),1209.12
Gravitational,2030,100,4,High,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),451
Gravitational,2030,100,4,High,Capital Cost,Combined Project Development & Grid Integration ($/kWh),150.69
Gravitational,2030,100,4,High,O&M Cost,Fixed O&M ($/kW-year),25.38
Gravitational,2030,100,4,High,Decommissioning,Recycling ($/kWh),0
Gravitational,2030,100,4,High,Performance,Rest Before Charge (hrs),0
Gravitational,2030,100,4,High,Performance,Rest After Discharge (hrs),0
Gravitational,2030,100,4,High,Performance,RTE (%),0.8
Gravitational,2030,100,4,High,Performance,Calendar Life (yrs),35
Gravitational,2030,100,4,High,Performance,Primary DOD (%),0.8
Gravitational,2030,100,4,High,Capital Cost,Total Installed Cost ($),361588000
Gravitational,2030,100,4,High,Capital Cost,Total Installed Cost ($/kW),3615.88
Gravitational,2030,100,4,High,Capital Cost,Total Installed Cost ($/kWh),903.97
Gravitational,2030,100,4,High,LCOS,LCOS_Project_Life (yrs),35
Gravitational,2030,100,4,High,LCOS,LCOS ($/kWh),0.3234
Gravitational,2030,100,4,Low,Capital Cost,Power Equipment ($/kW),480
Gravitational,2030,100,4,Low,Capital Cost,Gravitational Capital (SB + BOS) ($/kWh),153
Gravitational,2030,100,4,Low,Capital Cost,Combined Project Development & Grid Integration ($/kWh),54.6
Gravitational,2030,100,4,Low,O&M Cost,Fixed O&M ($/kW-year),10.8
Gravitational,2030,100,4,Low,Decommissioning,Recycling ($/kWh),0
Gravitational,2030,100,4,Low,Performance,Rest Before Charge (hrs),0
Gravitational,2030,100,4,Low,Performance,Rest After Discharge (hrs),0
